,CD8_T_cell,M0_macrophage,M1_macrophage,M2_macrophage,exhausted_T_cell,naive_T_cell,tumor,Total de agentes
rule5_vs_rule10_HM2.0_0.2_rep8,32.0,1.0,26.0,218.0,556.0,33.0,1176.0,2042.0
rule2_vs_rule9_HM2.0_2.0_rep9,27.0,1.0,15.0,239.0,523.0,71.0,1203.0,2079.0
rule2_vs_rule9_HM5.0_0.2_rep7,41.0,1.0,16.0,236.0,506.0,97.0,1181.0,2078.0
rule2_vs_rule9_HM5.0_2.0_rep9,39.0,1.0,15.0,244.0,487.0,103.0,1191.0,2080.0
rule3_HM0.2_rep5,6.0,2.0,26.0,289.0,459.0,101.0,1434.0,2317.0
rule3_HM5.0_rep8,4419.0,,,169.0,43.0,5.0,,4636.0
rule3_vs_rule10_HM0.2_0.5_rep2,7.0,2.0,29.0,276.0,574.0,65.0,1378.0,2331.0
rule3_vs_rule10_HM0.2_5.0_rep6,7.0,2.0,24.0,277.0,497.0,86.0,1427.0,2320.0
rule3_vs_rule10_HM0.5_0.5_rep1,15.0,2.0,35.0,276.0,507.0,57.0,1356.0,2248.0
rule3_vs_rule10_HM0.5_2.0_rep8,18.0,2.0,12.0,313.0,461.0,102.0,1424.0,2332.0
rule3_vs_rule10_HM2.0_0.2_rep9,1262.0,,2.0,180.0,825.0,9.0,8.0,2286.0
rule3_vs_rule10_HM2.0_5.0_rep5,1472.0,,1.0,179.0,860.0,10.0,,2522.0
rule3_vs_rule10_HM5.0_0.5_rep10,4000.0,,3.0,165.0,56.0,5.0,,4229.0
rule3_vs_rule10_HM5.0_5.0_rep6,3853.0,,,173.0,36.0,8.0,,4070.0
rule3_vs_rule4_HM0.2_0.5_rep1,10.0,2.0,22.0,285.0,482.0,87.0,1586.0,2474.0
rule3_vs_rule4_HM0.2_5.0_rep5,14.0,2.0,16.0,284.0,510.0,88.0,1378.0,2292.0
rule3_vs_rule4_HM0.5_0.2_rep9,10.0,2.0,23.0,297.0,453.0,95.0,1553.0,2433.0
rule3_vs_rule4_HM0.5_2.0_rep7,11.0,1.0,19.0,289.0,541.0,70.0,1314.0,2245.0
rule3_vs_rule4_HM2.0_0.2_rep10,452.0,,22.0,215.0,606.0,44.0,783.0,2122.0
rule3_vs_rule4_HM2.0_2.0_rep5,1558.0,,,174.0,862.0,9.0,,2603.0
rule3_vs_rule4_HM2.0_5.0_rep9,1670.0,,1.0,166.0,856.0,11.0,,2704.0
rule3_vs_rule4_HM5.0_0.5_rep7,3396.0,,1.0,186.0,46.0,9.0,14.0,3652.0
rule3_vs_rule4_HM5.0_5.0_rep10,4628.0,,,161.0,47.0,6.0,,4842.0
rule3_vs_rule5_HM0.2_0.5_rep5,14.0,2.0,8.0,301.0,433.0,125.0,1449.0,2332.0
rule3_vs_rule5_HM0.2_2.0_rep9,6.0,2.0,32.0,283.0,470.0,75.0,1504.0,2372.0
rule5_vs_rule9_HM5.0_2.0_rep8,29.0,1.0,22.0,242.0,610.0,45.0,1149.0,2098.0
rule5_vs_rule9_HM5.0_2.0_rep9,29.0,1.0,22.0,229.0,516.0,55.0,1165.0,2017.0
rule5_vs_rule9_HM5.0_5.0_rep1,39.0,1.0,15.0,238.0,551.0,46.0,1241.0,2131.0
rule5_vs_rule9_HM5.0_5.0_rep10,28.0,1.0,13.0,227.0,544.0,46.0,1222.0,2081.0
rule5_vs_rule9_HM5.0_5.0_rep2,31.0,1.0,31.0,220.0,569.0,35.0,1204.0,2091.0
rule5_vs_rule9_HM5.0_5.0_rep3,42.0,1.0,23.0,234.0,577.0,35.0,1185.0,2097.0
rule5_vs_rule9_HM5.0_5.0_rep4,23.0,1.0,20.0,220.0,632.0,49.0,1059.0,2004.0
rule5_vs_rule9_HM5.0_5.0_rep5,30.0,1.0,22.0,215.0,593.0,44.0,1101.0,2006.0
rule5_vs_rule9_HM5.0_5.0_rep6,41.0,1.0,19.0,230.0,611.0,32.0,1115.0,2049.0
rule5_vs_rule9_HM5.0_5.0_rep7,35.0,1.0,18.0,244.0,559.0,53.0,1184.0,2094.0
rule5_vs_rule9_HM5.0_5.0_rep8,36.0,1.0,26.0,236.0,553.0,38.0,1203.0,2093.0
rule5_vs_rule9_HM5.0_5.0_rep9,35.0,1.0,25.0,239.0,594.0,52.0,1153.0,2099.0
rule6_vs_rule7_HM2.0_0.2_rep8,24.0,1.0,24.0,275.0,516.0,56.0,1285.0,2181.0
rule6_vs_rule7_HM2.0_0.2_rep9,23.0,1.0,22.0,242.0,516.0,53.0,1239.0,2096.0
rule6_vs_rule7_HM2.0_0.5_rep1,14.0,1.0,15.0,242.0,525.0,54.0,1171.0,2022.0
rule6_vs_rule7_HM2.0_0.5_rep10,33.0,1.0,15.0,228.0,561.0,54.0,1229.0,2121.0
rule6_vs_rule7_HM2.0_0.5_rep2,23.0,1.0,19.0,257.0,541.0,55.0,1200.0,2096.0
rule6_vs_rule7_HM2.0_0.5_rep3,32.0,1.0,21.0,230.0,561.0,41.0,1244.0,2130.0
rule6_vs_rule7_HM2.0_0.5_rep4,41.0,1.0,17.0,233.0,566.0,51.0,1228.0,2137.0
rule6_vs_rule7_HM2.0_0.5_rep5,32.0,1.0,17.0,229.0,547.0,66.0,1270.0,2162.0
rule6_vs_rule7_HM2.0_0.5_rep6,38.0,1.0,28.0,227.0,577.0,49.0,1216.0,2136.0
rule6_vs_rule7_HM2.0_0.5_rep7,48.0,1.0,13.0,230.0,550.0,48.0,1213.0,2103.0
rule6_vs_rule7_HM2.0_0.5_rep8,31.0,1.0,18.0,241.0,569.0,49.0,1179.0,2088.0
rule6_vs_rule7_HM2.0_0.5_rep9,22.0,1.0,13.0,236.0,552.0,45.0,1258.0,2127.0
rule6_vs_rule7_HM2.0_2.0_rep1,19.0,1.0,18.0,231.0,571.0,55.0,1237.0,2132.0
rule6_vs_rule8_HM0.5_2.0_rep8,41.0,1.0,33.0,212.0,536.0,38.0,1217.0,2078.0
rule6_vs_rule8_HM0.5_2.0_rep9,36.0,1.0,20.0,228.0,525.0,58.0,1239.0,2107.0
rule6_vs_rule8_HM0.5_5.0_rep1,37.0,1.0,15.0,254.0,497.0,55.0,1302.0,2161.0
rule6_vs_rule8_HM0.5_5.0_rep10,32.0,1.0,11.0,233.0,526.0,73.0,1238.0,2114.0
rule6_vs_rule8_HM0.5_5.0_rep2,38.0,1.0,21.0,233.0,605.0,34.0,1191.0,2123.0
rule6_vs_rule8_HM0.5_5.0_rep3,36.0,1.0,27.0,211.0,578.0,47.0,1143.0,2043.0
rule6_vs_rule8_HM0.5_5.0_rep4,33.0,1.0,37.0,223.0,545.0,29.0,1265.0,2133.0
rule6_vs_rule8_HM0.5_5.0_rep5,32.0,1.0,18.0,227.0,596.0,34.0,1133.0,2041.0
rule6_vs_rule8_HM0.5_5.0_rep6,22.0,1.0,22.0,215.0,576.0,40.0,1191.0,2067.0
rule6_vs_rule8_HM0.5_5.0_rep7,30.0,1.0,25.0,217.0,532.0,57.0,1241.0,2103.0
rule6_vs_rule8_HM0.5_5.0_rep8,34.0,1.0,18.0,230.0,569.0,57.0,1156.0,2065.0
rule6_vs_rule8_HM0.5_5.0_rep9,33.0,1.0,16.0,229.0,568.0,34.0,1129.0,2010.0
rule6_vs_rule8_HM2.0_0.2_rep1,41.0,1.0,20.0,232.0,531.0,43.0,1203.0,2071.0
rule6_vs_rule9_HM0.5_0.2_rep8,44.0,1.0,19.0,214.0,589.0,44.0,1206.0,2117.0
rule6_vs_rule9_HM0.5_0.2_rep9,26.0,1.0,27.0,234.0,574.0,35.0,1152.0,2049.0
rule6_vs_rule9_HM0.5_0.5_rep1,36.0,1.0,26.0,212.0,600.0,28.0,1214.0,2117.0
rule6_vs_rule9_HM0.5_0.5_rep10,36.0,1.0,17.0,217.0,573.0,38.0,1204.0,2086.0
rule6_vs_rule9_HM0.5_0.5_rep2,17.0,1.0,19.0,239.0,517.0,44.0,1262.0,2099.0
rule6_vs_rule9_HM0.5_0.5_rep3,34.0,1.0,18.0,237.0,570.0,38.0,1157.0,2055.0
rule6_vs_rule9_HM0.5_0.5_rep4,42.0,1.0,23.0,227.0,522.0,46.0,1247.0,2108.0
rule6_vs_rule9_HM0.5_0.5_rep5,27.0,1.0,16.0,234.0,509.0,44.0,1225.0,2056.0
rule6_vs_rule9_HM0.5_0.5_rep6,19.0,1.0,17.0,252.0,522.0,55.0,1217.0,2083.0
rule6_vs_rule9_HM0.5_0.5_rep7,31.0,1.0,15.0,231.0,502.0,63.0,1287.0,2130.0
rule6_vs_rule9_HM0.5_0.5_rep8,37.0,1.0,20.0,231.0,550.0,47.0,1177.0,2063.0
rule6_vs_rule9_HM0.5_0.5_rep9,17.0,1.0,21.0,225.0,603.0,39.0,1133.0,2039.0
rule6_vs_rule9_HM0.5_2.0_rep1,28.0,1.0,18.0,219.0,613.0,57.0,1140.0,2076.0
rule6_vs_rule10_HM2.0_0.2_rep8,33.0,1.0,22.0,249.0,521.0,37.0,1239.0,2102.0
rule6_vs_rule10_HM2.0_0.2_rep9,20.0,2.0,24.0,275.0,452.0,55.0,1324.0,2152.0
rule6_vs_rule10_HM2.0_0.5_rep1,23.0,1.0,25.0,228.0,583.0,33.0,1189.0,2082.0
rule6_vs_rule10_HM2.0_0.5_rep10,33.0,1.0,19.0,227.0,581.0,42.0,1194.0,2097.0
rule6_vs_rule10_HM2.0_0.5_rep2,17.0,1.0,21.0,231.0,586.0,51.0,1198.0,2105.0
rule6_vs_rule10_HM2.0_0.5_rep3,27.0,1.0,16.0,240.0,541.0,52.0,1199.0,2076.0
rule6_vs_rule10_HM2.0_0.5_rep4,33.0,1.0,12.0,229.0,629.0,46.0,1200.0,2150.0
rule6_vs_rule10_HM2.0_0.5_rep5,29.0,1.0,27.0,210.0,552.0,33.0,1188.0,2040.0
rule6_vs_rule10_HM2.0_0.5_rep6,41.0,1.0,26.0,225.0,581.0,43.0,1225.0,2142.0
rule6_vs_rule10_HM2.0_0.5_rep7,31.0,1.0,20.0,234.0,554.0,52.0,1242.0,2134.0
rule6_vs_rule10_HM2.0_0.5_rep8,32.0,1.0,17.0,226.0,576.0,44.0,1198.0,2094.0
rule6_vs_rule10_HM2.0_0.5_rep9,32.0,1.0,18.0,238.0,532.0,42.0,1216.0,2079.0
rule6_vs_rule10_HM2.0_2.0_rep1,31.0,1.0,23.0,221.0,526.0,52.0,1248.0,2102.0
rule7_vs_rule10_HM5.0_2.0_rep6,25.0,1.0,28.0,226.0,549.0,44.0,1161.0,2034.0
rule7_vs_rule10_HM5.0_2.0_rep7,28.0,1.0,24.0,234.0,569.0,51.0,1127.0,2034.0
rule7_vs_rule10_HM5.0_2.0_rep8,25.0,1.0,30.0,224.0,563.0,30.0,1156.0,2029.0
rule7_vs_rule10_HM5.0_2.0_rep9,30.0,1.0,23.0,221.0,561.0,25.0,1150.0,2011.0
rule7_vs_rule10_HM5.0_5.0_rep1,34.0,1.0,21.0,237.0,586.0,47.0,1200.0,2126.0
rule7_vs_rule10_HM5.0_5.0_rep10,37.0,1.0,27.0,218.0,578.0,44.0,1176.0,2081.0
rule7_vs_rule10_HM5.0_5.0_rep2,35.0,1.0,28.0,229.0,511.0,38.0,1247.0,2089.0
rule7_vs_rule10_HM5.0_5.0_rep3,29.0,1.0,29.0,242.0,528.0,38.0,1293.0,2160.0
rule7_vs_rule10_HM5.0_5.0_rep4,23.0,1.0,25.0,230.0,544.0,40.0,1244.0,2107.0
rule7_vs_rule10_HM5.0_5.0_rep5,37.0,1.0,25.0,223.0,607.0,35.0,1132.0,2060.0
rule7_vs_rule10_HM5.0_5.0_rep6,35.0,2.0,21.0,208.0,599.0,52.0,1223.0,2140.0
rule7_vs_rule10_HM5.0_5.0_rep7,48.0,1.0,20.0,230.0,620.0,31.0,1141.0,2091.0
rule7_vs_rule10_HM5.0_5.0_rep8,26.0,1.0,18.0,235.0,565.0,55.0,1173.0,2073.0
rule7_vs_rule10_HM5.0_5.0_rep9,21.0,1.0,28.0,226.0,562.0,29.0,1209.0,2076.0
rule7_vs_rule8_HM0.2_0.2_rep1,34.0,1.0,17.0,237.0,549.0,48.0,1254.0,2140.0
rule7_vs_rule8_HM0.2_0.2_rep10,48.0,1.0,26.0,212.0,566.0,28.0,1176.0,2057.0
rule7_vs_rule8_HM0.2_0.2_rep2,24.0,1.0,16.0,250.0,555.0,49.0,1182.0,2077.0
rule7_vs_rule8_HM5.0_0.2_rep8,24.0,1.0,14.0,233.0,565.0,58.0,1247.0,2142.0
rule7_vs_rule8_HM5.0_0.2_rep9,30.0,1.0,15.0,228.0,504.0,53.0,1255.0,2086.0
rule7_vs_rule8_HM5.0_0.5_rep1,33.0,1.0,21.0,231.0,523.0,49.0,1235.0,2093.0
rule7_vs_rule8_HM5.0_0.5_rep10,12.0,1.0,21.0,210.0,573.0,37.0,1173.0,2027.0
rule7_vs_rule8_HM5.0_0.5_rep2,35.0,1.0,30.0,244.0,588.0,58.0,1220.0,2176.0
rule7_vs_rule8_HM5.0_0.5_rep3,32.0,1.0,18.0,220.0,587.0,64.0,1174.0,2096.0
rule7_vs_rule8_HM5.0_0.5_rep4,20.0,1.0,25.0,237.0,490.0,52.0,1261.0,2086.0
rule7_vs_rule8_HM5.0_0.5_rep5,26.0,1.0,34.0,215.0,616.0,28.0,1169.0,2089.0
rule7_vs_rule8_HM5.0_0.5_rep6,24.0,1.0,18.0,242.0,561.0,50.0,1219.0,2115.0
rule7_vs_rule8_HM5.0_0.5_rep7,25.0,1.0,22.0,207.0,552.0,43.0,1139.0,1989.0
rule7_vs_rule8_HM5.0_0.5_rep8,29.0,1.0,9.0,242.0,600.0,47.0,1143.0,2071.0
rule7_vs_rule8_HM5.0_0.5_rep9,46.0,1.0,22.0,210.0,572.0,47.0,1185.0,2083.0
rule7_vs_rule8_HM5.0_2.0_rep1,28.0,1.0,23.0,230.0,567.0,44.0,1145.0,2038.0
rule7_HM5.0_rep6,44.0,1.0,19.0,231.0,565.0,46.0,1191.0,2097.0
rule7_HM5.0_rep7,25.0,1.0,21.0,225.0,586.0,37.0,1162.0,2057.0
rule7_HM5.0_rep8,42.0,1.0,17.0,224.0,572.0,38.0,1151.0,2045.0
rule7_HM5.0_rep9,19.0,1.0,25.0,232.0,585.0,60.0,1177.0,2099.0
rule7_vs_rule10_HM0.2_0.2_rep1,34.0,1.0,24.0,215.0,539.0,42.0,1218.0,2073.0
rule7_vs_rule10_HM0.2_0.2_rep10,36.0,1.0,26.0,223.0,609.0,46.0,1117.0,2058.0
rule7_vs_rule10_HM0.2_0.2_rep2,19.0,1.0,22.0,238.0,504.0,33.0,1238.0,2055.0
rule7_vs_rule10_HM0.2_0.2_rep3,25.0,2.0,25.0,223.0,597.0,35.0,1139.0,2046.0
rule7_vs_rule10_HM0.2_0.2_rep4,21.0,1.0,13.0,241.0,549.0,44.0,1174.0,2043.0
rule7_vs_rule10_HM0.2_0.2_rep5,25.0,1.0,29.0,219.0,571.0,36.0,1252.0,2133.0
rule7_vs_rule10_HM0.2_0.2_rep6,41.0,1.0,21.0,229.0,636.0,40.0,1068.0,2036.0
rule7_vs_rule10_HM0.2_0.2_rep7,39.0,1.0,40.0,217.0,539.0,43.0,1238.0,2117.0
rule7_vs_rule10_HM0.2_0.2_rep8,20.0,1.0,22.0,234.0,602.0,45.0,1195.0,2119.0
rule7_vs_rule10_HM0.2_0.2_rep9,34.0,1.0,19.0,219.0,570.0,52.0,1223.0,2118.0
rule7_vs_rule9_HM2.0_2.0_rep8,28.0,1.0,25.0,238.0,631.0,41.0,1143.0,2107.0
rule7_vs_rule9_HM2.0_2.0_rep9,28.0,2.0,19.0,212.0,558.0,33.0,1180.0,2032.0
rule7_vs_rule9_HM2.0_5.0_rep1,29.0,1.0,22.0,240.0,568.0,32.0,1172.0,2064.0
rule7_vs_rule9_HM2.0_5.0_rep10,23.0,1.0,21.0,232.0,535.0,47.0,1281.0,2140.0
rule7_vs_rule9_HM2.0_5.0_rep2,27.0,1.0,20.0,234.0,571.0,55.0,1193.0,2101.0
rule7_vs_rule9_HM2.0_5.0_rep3,34.0,1.0,22.0,221.0,567.0,34.0,1195.0,2074.0
rule7_vs_rule9_HM2.0_5.0_rep4,26.0,1.0,21.0,238.0,575.0,38.0,1190.0,2089.0
rule7_vs_rule9_HM2.0_5.0_rep5,23.0,1.0,11.0,240.0,509.0,53.0,1194.0,2031.0
rule7_vs_rule9_HM2.0_5.0_rep6,31.0,1.0,22.0,210.0,561.0,40.0,1182.0,2047.0
rule7_vs_rule9_HM2.0_5.0_rep7,29.0,1.0,18.0,223.0,529.0,46.0,1225.0,2071.0
rule7_vs_rule9_HM2.0_5.0_rep8,43.0,1.0,21.0,224.0,557.0,48.0,1226.0,2120.0
rule7_vs_rule9_HM2.0_5.0_rep9,34.0,1.0,21.0,239.0,554.0,47.0,1223.0,2119.0
rule7_vs_rule9_HM5.0_0.2_rep1,29.0,1.0,36.0,228.0,544.0,41.0,1260.0,2139.0
rule8_vs_rule9_HM0.2_0.5_rep8,18.0,1.0,16.0,236.0,537.0,40.0,1218.0,2066.0
rule8_vs_rule9_HM0.2_0.5_rep9,23.0,1.0,22.0,234.0,562.0,46.0,1180.0,2068.0
rule8_vs_rule9_HM0.2_2.0_rep1,29.0,1.0,34.0,216.0,576.0,44.0,1177.0,2077.0
rule8_vs_rule9_HM0.2_2.0_rep10,38.0,1.0,21.0,215.0,558.0,30.0,1224.0,2087.0
rule8_vs_rule9_HM0.2_2.0_rep2,23.0,1.0,15.0,247.0,544.0,51.0,1217.0,2098.0
rule8_vs_rule9_HM0.2_2.0_rep3,28.0,1.0,22.0,238.0,570.0,35.0,1198.0,2092.0
rule8_vs_rule9_HM0.2_2.0_rep4,14.0,1.0,21.0,232.0,536.0,54.0,1207.0,2065.0
rule8_vs_rule9_HM0.2_2.0_rep5,45.0,1.0,29.0,219.0,564.0,43.0,1227.0,2128.0
rule8_vs_rule9_HM0.2_2.0_rep6,30.0,1.0,19.0,211.0,563.0,54.0,1149.0,2027.0
rule8_vs_rule9_HM0.2_2.0_rep7,30.0,1.0,29.0,221.0,541.0,30.0,1189.0,2041.0
rule8_vs_rule9_HM0.2_2.0_rep8,30.0,1.0,26.0,215.0,590.0,42.0,1155.0,2059.0
rule8_vs_rule9_HM0.2_2.0_rep9,33.0,1.0,17.0,215.0,564.0,44.0,1160.0,2034.0
rule8_vs_rule9_HM0.2_5.0_rep1,37.0,1.0,30.0,219.0,526.0,47.0,1214.0,2074.0
rule8_vs_rule9_HM5.0_5.0_rep8,34.0,1.0,21.0,233.0,586.0,42.0,1157.0,2074.0
rule8_vs_rule9_HM5.0_5.0_rep9,37.0,1.0,30.0,214.0,589.0,35.0,1096.0,2002.0
rule9_HM0.2_rep1,24.0,1.0,16.0,244.0,566.0,56.0,1283.0,2190.0
rule9_HM0.2_rep10,32.0,1.0,24.0,246.0,509.0,57.0,1217.0,2086.0
rule9_HM0.2_rep2,27.0,1.0,20.0,226.0,568.0,38.0,1179.0,2059.0
rule9_HM0.2_rep3,27.0,1.0,16.0,252.0,500.0,50.0,1295.0,2141.0
rule9_HM0.2_rep4,24.0,1.0,21.0,216.0,542.0,39.0,1262.0,2105.0
rule9_HM0.2_rep5,23.0,1.0,16.0,229.0,584.0,40.0,1140.0,2033.0
rule9_HM0.2_rep6,26.0,1.0,21.0,221.0,576.0,40.0,1161.0,2046.0
rule9_HM0.2_rep7,31.0,1.0,25.0,227.0,551.0,53.0,1210.0,2098.0
rule9_HM0.2_rep8,29.0,1.0,21.0,218.0,575.0,44.0,1150.0,2038.0
rule9_HM0.2_rep9,24.0,1.0,16.0,223.0,569.0,47.0,1180.0,2060.0
rule9_HM0.5_rep1,30.0,1.0,20.0,242.0,541.0,43.0,1193.0,2070.0
rule9_HM0.5_rep10,29.0,1.0,12.0,251.0,490.0,63.0,1290.0,2136.0
rule9_HM0.5_rep2,23.0,1.0,23.0,230.0,557.0,40.0,1169.0,2043.0
rule9_HM0.5_rep3,29.0,1.0,11.0,247.0,472.0,60.0,1258.0,2078.0
rule9_HM0.5_rep4,34.0,1.0,21.0,235.0,553.0,43.0,1184.0,2071.0
rule9_HM0.5_rep5,29.0,1.0,26.0,227.0,554.0,40.0,1219.0,2096.0
rule8_vs_rule10_HM0.2_5.0_rep8,27.0,1.0,29.0,225.0,500.0,39.0,1220.0,2041.0
rule8_vs_rule10_HM0.2_5.0_rep9,33.0,1.0,15.0,228.0,573.0,51.0,1204.0,2105.0
rule8_vs_rule10_HM0.5_0.2_rep1,32.0,1.0,19.0,239.0,564.0,43.0,1212.0,2110.0
rule8_vs_rule10_HM0.5_0.2_rep10,36.0,1.0,31.0,217.0,547.0,40.0,1223.0,2095.0
rule8_vs_rule10_HM0.5_0.2_rep2,42.0,1.0,21.0,215.0,515.0,43.0,1256.0,2093.0
rule8_vs_rule10_HM0.5_0.2_rep3,30.0,1.0,19.0,231.0,528.0,58.0,1176.0,2043.0
rule8_vs_rule10_HM0.5_0.2_rep4,19.0,1.0,19.0,221.0,548.0,53.0,1221.0,2082.0
rule8_vs_rule10_HM0.5_0.2_rep5,26.0,1.0,16.0,246.0,561.0,39.0,1238.0,2127.0
rule8_vs_rule10_HM0.5_0.2_rep6,24.0,1.0,21.0,231.0,524.0,50.0,1227.0,2078.0
rule8_vs_rule10_HM0.5_0.2_rep7,46.0,1.0,23.0,244.0,592.0,49.0,1165.0,2120.0
rule8_vs_rule10_HM0.5_0.2_rep8,47.0,1.0,16.0,240.0,564.0,43.0,1186.0,2097.0
rule8_vs_rule10_HM0.5_0.2_rep9,31.0,1.0,23.0,248.0,575.0,50.0,1213.0,2141.0
rule8_vs_rule10_HM0.5_0.5_rep1,51.0,1.0,26.0,213.0,607.0,40.0,1135.0,2073.0
rule1_vs_rule10_HM2.0_0.5_rep8,24.0,1.0,20.0,238.0,554.0,26.0,1202.0,2065.0
rule1_vs_rule10_HM2.0_0.5_rep9,27.0,1.0,23.0,242.0,560.0,27.0,1210.0,2090.0
rule1_vs_rule10_HM2.0_2.0_rep1,20.0,1.0,23.0,237.0,513.0,31.0,1268.0,2093.0
rule1_vs_rule10_HM2.0_2.0_rep10,32.0,1.0,17.0,227.0,599.0,22.0,1201.0,2099.0
rule1_vs_rule10_HM2.0_2.0_rep2,51.0,1.0,25.0,227.0,618.0,35.0,1107.0,2064.0
rule1_vs_rule10_HM2.0_2.0_rep3,27.0,1.0,20.0,222.0,622.0,36.0,1161.0,2089.0
rule1_vs_rule10_HM2.0_2.0_rep4,29.0,1.0,22.0,230.0,615.0,32.0,1199.0,2128.0
rule1_vs_rule10_HM2.0_2.0_rep5,27.0,1.0,14.0,238.0,570.0,26.0,1243.0,2119.0
rule1_vs_rule10_HM2.0_2.0_rep6,23.0,1.0,12.0,231.0,591.0,40.0,1212.0,2110.0
rule1_vs_rule10_HM2.0_2.0_rep7,34.0,1.0,17.0,231.0,580.0,17.0,1217.0,2097.0
rule1_vs_rule10_HM2.0_2.0_rep8,38.0,1.0,14.0,222.0,620.0,28.0,1189.0,2112.0
rule1_vs_rule10_HM2.0_2.0_rep9,26.0,1.0,21.0,234.0,538.0,32.0,1199.0,2051.0
rule1_vs_rule10_HM2.0_5.0_rep1,30.0,1.0,28.0,222.0,607.0,32.0,1181.0,2101.0
rule1_vs_rule10_HM2.0_5.0_rep10,34.0,1.0,20.0,223.0,583.0,29.0,1183.0,2073.0
rule1_vs_rule10_HM2.0_5.0_rep2,33.0,1.0,20.0,224.0,611.0,30.0,1194.0,2113.0
rule1_vs_rule10_HM2.0_5.0_rep3,32.0,1.0,22.0,256.0,571.0,38.0,1234.0,2154.0
rule1_vs_rule10_HM2.0_5.0_rep4,39.0,1.0,31.0,227.0,587.0,26.0,1188.0,2099.0
rule1_vs_rule10_HM2.0_5.0_rep5,34.0,1.0,18.0,227.0,559.0,32.0,1225.0,2096.0
rule1_vs_rule10_HM2.0_5.0_rep6,35.0,1.0,23.0,216.0,542.0,27.0,1254.0,2098.0
rule1_vs_rule10_HM2.0_5.0_rep7,33.0,1.0,13.0,238.0,621.0,31.0,1237.0,2174.0
rule1_vs_rule10_HM2.0_5.0_rep8,39.0,1.0,32.0,232.0,584.0,22.0,1182.0,2092.0
rule2_vs_rule10_HM0.5_0.2_rep8,18.0,1.0,16.0,248.0,566.0,33.0,1229.0,2111.0
rule2_vs_rule10_HM0.5_0.2_rep9,23.0,1.0,21.0,251.0,551.0,28.0,1198.0,2073.0
rule2_vs_rule10_HM0.5_0.5_rep1,27.0,2.0,31.0,241.0,575.0,19.0,1257.0,2152.0
rule2_vs_rule10_HM0.5_0.5_rep10,35.0,1.0,21.0,218.0,573.0,31.0,1177.0,2056.0
rule2_vs_rule10_HM0.5_0.5_rep2,32.0,1.0,24.0,233.0,604.0,23.0,1213.0,2130.0
rule2_vs_rule10_HM0.5_0.5_rep3,32.0,1.0,28.0,237.0,564.0,21.0,1202.0,2085.0
rule2_vs_rule10_HM0.5_0.5_rep4,38.0,1.0,21.0,229.0,576.0,31.0,1183.0,2079.0
rule2_vs_rule10_HM0.5_0.5_rep5,31.0,1.0,18.0,220.0,544.0,24.0,1281.0,2119.0
rule2_vs_rule10_HM0.5_0.5_rep6,32.0,1.0,30.0,221.0,575.0,16.0,1202.0,2077.0
rule2_vs_rule10_HM0.5_0.5_rep7,32.0,1.0,28.0,218.0,572.0,28.0,1211.0,2090.0
rule2_vs_rule10_HM0.5_0.5_rep8,25.0,1.0,18.0,238.0,628.0,20.0,1223.0,2153.0
rule2_vs_rule10_HM0.5_0.5_rep9,29.0,1.0,27.0,221.0,585.0,32.0,1226.0,2121.0
rule2_vs_rule10_HM0.5_2.0_rep1,23.0,1.0,23.0,227.0,545.0,30.0,1232.0,2081.0
rule3_HM5.0_rep9,4240.0,,1.0,160.0,39.0,5.0,,4445.0
rule3_vs_rule10_HM0.2_0.2_rep1,5.0,2.0,5.0,309.0,474.0,118.0,1453.0,2366.0
rule3_vs_rule10_HM0.2_0.2_rep10,14.0,2.0,23.0,284.0,515.0,79.0,1434.0,2351.0
rule3_vs_rule10_HM0.2_0.2_rep2,17.0,2.0,22.0,289.0,458.0,70.0,1440.0,2298.0
rule3_vs_rule10_HM0.2_0.2_rep3,11.0,2.0,18.0,277.0,481.0,90.0,1447.0,2326.0
rule3_vs_rule10_HM0.2_0.2_rep4,13.0,2.0,21.0,285.0,485.0,107.0,1487.0,2400.0
rule3_vs_rule10_HM0.2_0.2_rep5,15.0,2.0,38.0,238.0,528.0,89.0,1442.0,2352.0
rule3_vs_rule10_HM0.2_0.2_rep6,11.0,2.0,22.0,295.0,479.0,93.0,1495.0,2397.0
rule3_vs_rule10_HM0.2_0.2_rep7,16.0,2.0,25.0,284.0,461.0,78.0,1518.0,2384.0
rule3_vs_rule10_HM0.2_0.2_rep8,14.0,2.0,15.0,296.0,512.0,66.0,1387.0,2292.0
rule3_vs_rule10_HM0.2_0.2_rep9,12.0,2.0,25.0,275.0,535.0,89.0,1337.0,2275.0
rule3_vs_rule10_HM0.2_0.5_rep1,15.0,2.0,20.0,282.0,487.0,66.0,1458.0,2330.0
rule3_vs_rule10_HM0.2_0.5_rep10,7.0,2.0,21.0,286.0,491.0,86.0,1414.0,2307.0
rule3_vs_rule10_HM5.0_5.0_rep7,4165.0,,1.0,170.0,37.0,9.0,,4382.0
rule3_vs_rule10_HM5.0_5.0_rep8,4134.0,,1.0,170.0,52.0,9.0,,4366.0
rule3_vs_rule10_HM5.0_5.0_rep9,4312.0,,,173.0,54.0,6.0,,4545.0
rule3_vs_rule4_HM0.2_0.2_rep1,11.0,2.0,35.0,281.0,482.0,62.0,1532.0,2405.0
rule3_vs_rule4_HM0.2_0.2_rep10,10.0,2.0,19.0,288.0,443.0,111.0,1573.0,2446.0
